id,title,text,topic,source
6_5,Deep-sea fish,"Prior to the discovery of these fossils, there was no evidence for deep-sea bony fish older than 50 million years in the Paleogene. The Cretaceous origin for most modern deep-sea fish has been further affirmed with phylogenetic studies such as those of aulopiform fish, which indicate that many deep-sea lineages of these groups originated around this time.
Although the records from the Palombini Shale represent the earliest records of deep-sea bony fish, formations that preserve deepwater shark fossils are also known from later in the Cretaceous. These include the Northumberland Formation of Canada and similarly aged deposits in Angola, both of which preserve fossils of taxa such as hexanchids, chlamydoselachids, and catsharks, which are known from deepwater habitats today but rare in other formations of the time",deep_sea_fish,Wikipedia
6_6,Deep-sea fish,"Paleogene formations with fossil deep-sea shark teeth are known from New Zealand for the middle Paleocene, and formations in Denmark, France, Austria, and Morocco during the Eocene. The Paratethys Sea still supported deepwater sharks and rays into the Miocene, which are preserved in formations in Hungary.
During the Paleogene, some prominent formations that preserve well-articulated specimens of deep-sea bony fish are known. These include the Monte Solane lagerstatte of early Eocene Italy, which preserves a bathypelagic habitat likely deposited 300–600 meters (980–1,970 ft) under the sea, as well as the late Eocene Pabdeh Formation of Iran",deep_sea_fish,Wikipedia
6_7,Deep-sea fish,"The deep-sea environments preserved by both formations are apparent through their abundance of fossil stomiiform fish. Notable Neogene formations that preserve fossils of deep-sea bony fish are known from the Miocene of Italy, Japan, and California.


== Environment ==

In the deep ocean, the waters extend far below the epipelagic zone, and support very different types of pelagic fishes adapted to living in these deeper zones. In deep water, marine snow is a continuous shower of mostly organic detritus falling from the upper layers of the water column",deep_sea_fish,Wikipedia
6_8,Deep-sea fish,"Its origin lies in activities within the productive photic zone. Marine snow includes dead or dying plankton, protists (diatoms), fecal matter, sand, soot and other inorganic dust. The ""snowflakes"" grow over time and may reach several centimetres in diameter, travelling for weeks before reaching the ocean floor",deep_sea_fish,Wikipedia
6_9,Deep-sea fish,"However, most organic components of marine snow are consumed by microbes, zooplankton and other filter-feeding animals within the first 1,000 metres (3,300 ft) of their journey, that is, within the epipelagic zone. In this way, marine snow may be considered the foundation of deep-sea mesopelagic and benthic ecosystems: as sunlight cannot reach them, deep-sea organisms rely heavily on marine snow as an energy source. Since there is no light in the deep sea (aphotic), there is a lack of primary producers",deep_sea_fish,Wikipedia
7_0,Ocean current,"An ocean current is a continuous, directed movement of seawater generated by a number of forces acting upon the water, including wind, the Coriolis effect, breaking waves, cabbeling, and temperature and salinity differences. Depth contours, shoreline configurations, and interactions with other currents influence a current's direction and strength. Ocean currents move both horizontally, on scales that can span entire oceans, as well as vertically, with vertical currents (upwelling and downwelling) playing an important role in the movement of nutrients and gases, such as carbon dioxide, between the surface and the deep ocean",ocean_current,Wikipedia
7_1,Ocean current,"Ocean currents are classified by temperature as either warm currents or cold currents. They are also classified by their velocity, dimension, and direction as either drifts, currents, or streams. Drifts, such as the North Atlantic Drift Current, involve the forward movement of surface ocean water under the influence of the prevailing wind",ocean_current,Wikipedia
7_2,Ocean current,"Currents, such as the Labrador Current, 
involve the movement of oceanic water in a more definite direction at a greater velocity than drifts. Streams, such as the Gulf Stream, involve movement of larger masses of ocean water with greater velocity than drifts or currents.
Ocean currents are patterns of water movement that influence climate zones and weather patterns around the world. They are primarily driven by winds and by seawater density, although many other factors influence them, including the shape and configuration of the oceanic basin they flow through",ocean_current,Wikipedia
7_3,Ocean current,"The two basic types of currents – surface and deep-water currents – help define the character and flow of ocean waters across the planet.
Ocean currents flow for great distances, and together they create the global conveyor belt, which plays a dominant role in determining the climate of many of Earth's regions. More specifically, ocean currents influence the temperature of the regions through which they travel. For example, warm currents traveling along more temperate coasts increase the temperature of the area by warming the sea breezes that blow over them",ocean_current,Wikipedia
7_4,Ocean current,"Perhaps the most striking example is the Gulf Stream, which, together with its extension the North Atlantic Drift, makes northwest Europe much more temperate for its high latitude than other areas at the same latitude. Another example is Lima, Peru, whose cooler subtropical climate contrasts with that of its surrounding tropical latitudes because of the Humboldt Current.
The largest ocean current is the Antarctic Circumpolar Current (ACC), a wind-driven current which flows clockwise uninterrupted around Antarctica. The ACC connects all the oceanic basins together, and also provides a link between the atmosphere and the deep ocean due to the way water upwells and downwells on either side of it.


== Causes ==

Ocean currents are driven by the wind, by the gravitational pull of the Moon in the form of tides, and by the effects of variations in water density",ocean_current,Wikipedia
7_5,Ocean current,"Ocean dynamics define and describe the motion of water within the oceans.
Ocean temperature and motion fields can be separated into three distinct layers: mixed (surface) layer, upper ocean (above the thermocline), and deep ocean. Ocean currents are measured in units of sverdrup (Sv), where 1 Sv is equivalent to a volume flow rate of 1,000,000 m3 (35,000,000 ft3) per second.
There are two main types of currents, surface currents and deep-water currents. Generally surface currents are driven by wind systems and deep-water currents are driven by differences in water density due to variations in water temperature and salinity.


=== Wind-driven circulation ===
Surface oceanic currents are driven by wind currents, the large scale prevailing winds drive major persistent ocean currents, and seasonal or occasional winds drive currents of similar persistence to the winds that drive them, and the Coriolis effect plays a major role in their development",ocean_current,Wikipedia
7_6,Ocean current,"The Ekman spiral velocity distribution results in the currents flowing at an angle to the driving winds, and they develop typical clockwise spirals in the Northern Hemisphere and counter-clockwise rotation in the Southern Hemisphere.
In addition, the areas of surface ocean currents move somewhat with the seasons; this is most notable in equatorial currents.
Deep ocean basins generally have a non-symmetric surface current, in that the eastern equator-ward flowing branch is broad and diffuse whereas the pole-ward flowing western boundary current is relatively narrow.


=== Thermohaline circulation ===

Large scale currents are driven by gradients in water density, which in turn depend on variations in temperature and salinity. This thermohaline circulation is also known as the ocean's conveyor belt. Where significant vertical movement of ocean currents is observed, this is known as upwelling and downwelling",ocean_current,Wikipedia
7_7,Ocean current,"The adjective thermohaline derives from thermo- referring to temperature and -haline referring to salt content, factors which together determine the density of seawater.
The thermohaline circulation is a part of the large-scale ocean circulation that is driven by global density gradients created by surface heat and freshwater fluxes. Wind-driven surface currents (such as the Gulf Stream) travel polewards from the equatorial Atlantic Ocean, cooling en route, and eventually sinking at high latitudes (forming North Atlantic Deep Water). This dense water then flows into the ocean basins",ocean_current,Wikipedia
7_8,Ocean current,"While the bulk of it upwells in the Southern Ocean, the oldest waters (with a transit time of around 1000 years) upwell in the North Pacific. Extensive mixing therefore takes place between the ocean basins, reducing differences between them and making the Earth's oceans a global system. On their journey, the water masses transport both energy (in the form of heat) and matter (solids, dissolved substances and gases) around the globe",ocean_current,Wikipedia
7_9,Ocean current,"As such, the state of the circulation has a large impact on the climate of the Earth. The thermohaline circulation is sometimes called the ocean conveyor belt, the great ocean conveyor, or the global conveyor belt. On occasion, it is imprecisely used to refer to the meridional overturning circulation, (MOC).
Since the 2000s an international program called Argo has been mapping the temperature and salinity structure of the ocean with a fleet of automated platforms that float with the ocean currents",ocean_current,Wikipedia
8_0,Sea level rise,"The sea level has been rising since the end of the Last Glacial Maximum, which was around 20,000 years ago. Between 1901 and 2018, the average sea level rose by 15–25 cm (6–10 in), with an increase of 2.3 mm (0.091 in) per year since the 1970s. This was faster than the sea level had ever risen over at least the past 3,000 years",sea_level_rise,Wikipedia
8_1,Sea level rise,"The rate accelerated to 4.62 mm (0.182 in)/yr for the decade 2013–2022. Climate change due to human activities is the main cause of this persistent acceleration. Between 1993 and 2018, melting ice sheets and glaciers accounted for 44% of sea level rise, with another 42% resulting from thermal expansion of water.
Sea level rise lags behind changes in the Earth's temperature by decades, and sea level rise will therefore continue to accelerate between now and 2050 in response to warming that has already happened",sea_level_rise,Wikipedia
8_2,Sea level rise,"What happens after that depends on future human greenhouse gas emissions. If there are very deep cuts in emissions, sea level rise would slow between 2050 and 2100. The reported factors of increase in flood hazard potential are often exceedingly large, ranging from 10 to 1000 for even modest sea-level rise scenarios of 0.5 m or less",sea_level_rise,Wikipedia
8_3,Sea level rise,"It could then rise by between 30 cm (1 ft) and 1.0 m (3+1⁄3 ft) between the early 2020s and 2100, or by approximately 60 cm (2 ft) to 130 cm (4+1⁄2 ft) from the 19th century to 2100. With high emissions it would instead accelerate further, and could rise by 50 cm (1.6 ft) or even by 1.9 m (6.2 ft) by 2100. In the long run, sea level rise would amount to 2–3 m (7–10 ft) over the next 2000 years if warming stays to its current 1.5 °C (2.7 °F) over the pre-industrial past",sea_level_rise,Wikipedia
8_4,Sea level rise,"It would be 19–22 metres (62–72 ft) if warming peaks at 5 °C (9.0 °F).
Rising seas affect every coastal population on Earth. This can be through flooding, higher storm surges, king tides, and increased vulnerability to tsunamis. There are many knock-on effects",sea_level_rise,Wikipedia
8_5,Sea level rise,They lead to loss of coastal ecosystems such as mangrove swamps. There may be a reduction in crop yields because of increasing salt levels in irrigation water. Damage to ports disrupts sea trade,sea_level_rise,Wikipedia
8_6,Sea level rise,"The sea level rise projected by 2050 will expose places currently inhabited by tens of millions of people to annual flooding. Without a sharp reduction in greenhouse gas emissions, this may increase to hundreds of millions in the latter decades of the century. 
Local factors such as tidal range or land subsidence will greatly affect the severity of impacts",sea_level_rise,Wikipedia
8_7,Sea level rise,"For instance, sea level rise in the United States is likely to be two to three times greater than the global average by the end of the century. Yet, of the twenty countries with the greatest exposure to sea level rise, twelve are in Asia, including Indonesia, Bangladesh and the Philippines. The resilience and adaptive capacity of ecosystems and countries also varies, which will result in more or less pronounced impacts",sea_level_rise,Wikipedia
8_8,Sea level rise,"The greatest impact on human populations in the near term will occur in low-lying Caribbean and Pacific islands including atolls. Sea level rise will make many of them uninhabitable later this century. 
Societies can adapt to sea level rise in multiple ways",sea_level_rise,Wikipedia
8_9,Sea level rise,"Managed retreat, accommodating coastal change, or protecting against sea level rise through hard-construction practices such as seawalls are hard approaches. There are also soft approaches such as dune rehabilitation and beach nourishment. Sometimes these adaptation strategies go hand in hand",sea_level_rise,Wikipedia
9_0,Marine pollution,"Marine pollution occurs when substances used or spread by humans, such as industrial, agricultural, and residential waste; particles; noise; excess carbon dioxide; or invasive organisms enter the ocean and cause harmful effects there. The majority of this waste (80%) comes from land-based activity, although marine transportation significantly contributes as well. It is a combination of chemicals and trash, most of which comes from land sources and is washed or blown into the ocean",marine_pollution,Wikipedia
9_1,Marine pollution,"This pollution results in damage to the environment, to the health of all organisms, and to economic structures worldwide. Since most inputs come from land, via rivers, sewage, or the atmosphere, it means that continental shelves are more vulnerable to pollution. Air pollution is also a contributing factor, as it carries iron, carbonic acid, nitrogen, silicon, sulfur, pesticides, and dust particles into the ocean",marine_pollution,Wikipedia
9_2,Marine pollution,"The pollution often comes from nonpoint sources such as agricultural runoff, wind-blown debris, and dust. These nonpoint sources are largely due to runoff that enters the ocean through rivers, but wind-blown debris and dust can also play a role, as these pollutants can settle into waterways and oceans. Pathways of pollution include direct discharge, land runoff, ship pollution, bilge pollution, dredging (which can create dredge plumes), atmospheric pollution and, potentially, deep sea mining.
Different types of marine pollution can be grouped as pollution from marine debris, plastic pollution, including microplastics, ocean acidification, nutrient pollution, toxins, and underwater noise",marine_pollution,Wikipedia
9_3,Marine pollution,"Plastic pollution in the ocean is a type of marine pollution by plastics, ranging in size from large original material such as bottles and bags, down to microplastics formed from the fragmentation of plastic materials. Marine debris is mainly discarded human rubbish which floats on, or is suspended in the ocean. Plastic pollution is harmful to marine life.
Another concern is the runoff of nutrients (nitrogen and phosphorus) from intensive agriculture, and the disposal of untreated or partially treated sewage to rivers and subsequently oceans",marine_pollution,Wikipedia
9_4,Marine pollution,"These nitrogen and phosphorus nutrients (which are also contained in fertilizers) stimulate phytoplankton and macroalgal growth, which can lead to harmful algal blooms (eutrophication) which can be harmful to humans as well as marine creatures. Excessive algal growth can also smother sensitive coral reefs and lead to loss of biodiversity and coral health. A second major concern is that the degradation of algal blooms can lead to consumption of oxygen in coastal waters, a situation that may worsen with climate change as warming reduces vertical mixing of the water column.
Many potentially toxic chemicals adhere to tiny particles which are then taken up by plankton and benthic animals, most of which are either deposit feeders or filter feeders",marine_pollution,Wikipedia
9_5,Marine pollution,"In this way, the toxins are concentrated upward within ocean food chains. When pesticides are incorporated into the marine ecosystem, they quickly become absorbed into marine food webs. Once in the food webs, these pesticides can cause mutations, as well as diseases, which can be harmful to humans as well as the entire food web",marine_pollution,Wikipedia
9_6,Marine pollution,"Toxic metals can also be introduced into marine food webs. These can cause a change to tissue matter, biochemistry, behavior, reproduction, and suppress growth in marine life. Also, many animal feeds have a high fish meal or fish hydrolysate content",marine_pollution,Wikipedia
9_7,Marine pollution,"In this way, marine toxins can be transferred to land animals, and appear later in meat and dairy products.


== Pathways of pollution ==

There are many ways to categorize and examine the inputs of pollution into marine ecosystems. There are three main types of inputs of pollution into the ocean: direct discharge of waste into the oceans, runoff into the waters due to rain, and pollutants released from the atmosphere.
One common path of entry by contaminants to the sea are rivers. The evaporation of water from oceans exceeds precipitation",marine_pollution,Wikipedia
9_8,Marine pollution,"The balance is restored by rain over the continents entering rivers and then being returned to the sea. The Hudson River in New York State and the Raritan River in New Jersey, which empty at the northern and southern ends of Staten Island, are a source of mercury contamination of zooplankton (copepods) in the open ocean. The highest concentration in the filter-feeding copepods is not at the mouths of these rivers but 70 miles (110 km) south, nearer Atlantic City, because water flows close to the coast",marine_pollution,Wikipedia
9_9,Marine pollution,"It takes a few days before toxins are taken up by the plankton. Ohio River and Tennessee River both join Mississippi River ultimately drains organic contaminants from several northern states into the Gulf of Mexico.
Pollution is often classed as point source or nonpoint source pollution. Point source pollution occurs when there is a single, identifiable, localized source of the pollution",marine_pollution,Wikipedia
10_0,Whale,"Whales are a widely distributed and diverse group of fully aquatic placental marine mammals. As an informal and colloquial grouping, they correspond to large members of the infraorder Cetacea, i.e. all cetaceans apart from dolphins and porpoises",whale,Wikipedia
10_1,Whale,"Dolphins and porpoises may be considered whales from a formal, cladistic perspective. Whales, dolphins and porpoises belong to the order Cetartiodactyla, which consists of even-toed ungulates. Their closest non-cetacean living relatives are the hippopotamuses, from which they and other cetaceans diverged about 54 million years ago",whale,Wikipedia
10_2,Whale,"The two parvorders of whales, baleen whales (Mysticeti) and toothed whales (Odontoceti), are thought to have had their last common ancestor around 34 million years ago. Mysticetes include four extant (living) families: Balaenopteridae (the rorquals), Balaenidae (right whales), Cetotheriidae (the pygmy right whale), and Eschrichtiidae (the grey whale). Odontocetes include the Monodontidae (belugas and narwhals), Physeteridae (the sperm whale), Kogiidae (the dwarf and pygmy sperm whale), and Ziphiidae (the beaked whales), as well as the six families of dolphins and porpoises which are not considered whales in the informal sense.
Whales are fully aquatic, open-ocean animals: they can feed, mate, give birth, suckle and raise their young at sea",whale,Wikipedia
10_3,Whale,"Whales range in size from the 2.6 metres (8.5 ft) and 135 kilograms (298 lb) dwarf sperm whale to the 29.9 metres (98 ft) and 190 tonnes (210 short tons) blue whale, which is the largest known animal that has ever lived. The sperm whale is the largest toothed predator on Earth. Several whale species exhibit sexual dimorphism, in that the females are larger than males.
Baleen whales have no teeth; instead, they have plates of baleen, fringe-like structures that enable them to expel the huge mouthfuls of water they take in while retaining the krill and plankton they feed on",whale,Wikipedia
10_4,Whale,"Because their heads are enormous—making up as much as 40% of their total body mass—and they have throat pleats that enable them to expand their mouths, they are able to take huge quantities of water into their mouth at a time. Baleen whales also have a well-developed sense of smell.
Toothed whales, in contrast, have conical teeth adapted to catching fish or squid. They also have such keen hearing—whether above or below the surface of the water—that some can survive even if they are blind",whale,Wikipedia
10_5,Whale,"Some species, such as sperm whales, are particularly well adapted for diving to great depths to catch squid and other favoured prey.
Whales evolved from land-living mammals, and must regularly surface to breathe air, although they can remain underwater for long periods of time. Some species, such as the sperm whale, can stay underwater for up to 90 minutes. They have blowholes (modified nostrils) located on top of their heads, through which air is taken in and expelled",whale,Wikipedia
10_6,Whale,"They are warm-blooded, and have a layer of fat, or blubber, under the skin. With streamlined fusiform bodies and two limbs that are modified into flippers, whales can travel at speeds of up to 20 knots, though they are not as flexible or agile as seals. Whales produce a great variety of vocalizations, notably the extended songs of the humpback whale",whale,Wikipedia
10_7,Whale,"Although whales are widespread, most species prefer the colder waters of the Northern and Southern Hemispheres and migrate to the equator to give birth. Species such as humpbacks and blue whales are capable of travelling thousands of miles without feeding. Males typically mate with multiple females every year, but females only mate every two to three years",whale,Wikipedia
10_8,Whale,"Calves are typically born in the spring and summer; females bear all the responsibility for raising them. Mothers in some species fast and nurse their young for one to two years.
Once relentlessly hunted for their products, whales are now protected by international law. The North Atlantic right whales nearly became extinct in the twentieth century, with a population low of 450, and the North Pacific grey whale population is ranked Critically Endangered by the IUCN",whale,Wikipedia
10_9,Whale,"Besides the threat from whalers, they also face threats from bycatch and marine pollution. The meat, blubber and baleen of whales have traditionally been used by indigenous peoples of the Arctic. Whales have been depicted in various cultures worldwide, notably by the Inuit and the coastal peoples of Vietnam",whale,Wikipedia
11_0,Phytoplankton,"Phytoplankton () are the autotrophic (self-feeding) components of the plankton community and a key part of ocean and freshwater ecosystems. The name comes from Ancient Greek φυτόν (phutón), meaning ""plant"", and πλαγκτός (planktós), meaning ""drifter, wanderer, roamer"", and thus, ""plant drifter"".
Phytoplankton obtain their energy through photosynthesis, as trees and other plants do on land. This means phytoplankton must have light from the sun, so they live in the well-lit surface layers (euphotic zone) of oceans and lakes",phytoplankton,Wikipedia
11_1,Phytoplankton,"In comparison with terrestrial plants, phytoplankton are distributed over a larger surface area, are exposed to less seasonal variation, and have markedly faster turnover rates than trees (days versus decades). As a result, phytoplankton respond rapidly on a global scale to climate variations.
Phytoplankton form the base of marine and freshwater food webs and are key players in the global carbon cycle. They account for about half of global photosynthetic activity and at least half of the oxygen production, despite amounting to only about 1% of the global plant biomass.
Phytoplankton are very diverse, comprising photosynthesizing bacteria (cyanobacteria) and various unicellular protist groups (notably the diatoms).
Most phytoplankton are too small to be individually seen with the unaided eye",phytoplankton,Wikipedia
11_2,Phytoplankton,"However, when present in high enough numbers, some varieties may be noticeable as colored patches on the water surface due to the presence of chlorophyll within their cells and accessory pigments (such as phycobiliproteins or xanthophylls) in some species.


== Types ==
Phytoplankton are photosynthesizing microscopic protists and bacteria that inhabit the upper sunlit layer of marine and freshwater bodies of water on Earth. Paralleling plants on land, phytoplankton undertake primary production in water, creating organic compounds from carbon dioxide dissolved in the water. Phytoplankton form the base of — and sustain — the aquatic food web, and are crucial players in the Earth's carbon cycle.

Phytoplankton are very diverse, comprising photosynthesizing bacteria (cyanobacteria) and various unicellular protist groups (notably the diatoms)",phytoplankton,Wikipedia
11_3,Phytoplankton,"Many other organism groups formerly named as phytoplankton, including coccolithophores and dinoflagellates, are now no longer included as they are not only phototrophic but can also eat other organisms. These organisms are now more correctly termed mixoplankton. This recognition has important consequences for how the functioning of the planktonic food web is viewed.


== Ecology ==

Phytoplankton obtain energy through the process of photosynthesis and must therefore live in the well-lit surface layer (termed the euphotic zone) of an ocean, sea, lake, or other body of water",phytoplankton,Wikipedia
11_4,Phytoplankton,"Phytoplankton account for about half of all photosynthetic activity on Earth. Their cumulative energy fixation in carbon compounds (primary production) is the basis for the vast majority of oceanic and also many freshwater food webs (chemosynthesis is a notable exception).
While almost all phytoplankton species are obligate photoautotrophs, some are mixotrophic and other, non-pigmented species that are actually heterotrophic (the latter are often viewed as zooplankton). Of these, the best known are dinoflagellate genera such as Noctiluca and Dinophysis, that obtain organic carbon by ingesting other organisms or detrital material.
Phytoplankton live in the photic zone of the ocean, where photosynthesis is possible",phytoplankton,Wikipedia
11_5,Phytoplankton,"During photosynthesis, they assimilate carbon dioxide and release oxygen. If solar radiation is too high, phytoplankton may fall victim to photodegradation. Phytoplankton species feature a large variety of photosynthetic pigments, which enable them to absorb different wavelengths of the variable underwater light",phytoplankton,Wikipedia
11_6,Phytoplankton,This implies different species can use the wavelength of light differently efficiently. The light is not a single ecological resource but a multitude of resources depending on its spectral composition. By that it was found that changes in the spectrum of light alone can alter natural phytoplankton communities even if the same intensity is available,phytoplankton,Wikipedia
11_7,Phytoplankton,"For growth, phytoplankton cells additionally depend on nutrients, which enter the ocean by rivers, continental weathering, and glacial ice meltwater on the poles. Phytoplankton release dissolved organic carbon (DOC) into the sea. Since phytoplankton are the basis of marine food webs, they serve as prey for zooplankton, fish larvae, and other heterotrophic organisms",phytoplankton,Wikipedia
11_8,Phytoplankton,"They can also be degraded by bacteria or by viral lysis. Although some phytoplankton cells, such as dinoflagellates, can migrate vertically, they are still incapable of actively moving against currents, so they slowly sink and ultimately fertilize the seafloor with dead cells and detritus.

Phytoplankton are crucially dependent on several nutrients. These are primarily macronutrients such as nitrate, phosphate, or silicic acid, which are required in relatively large quantities for growth",phytoplankton,Wikipedia
11_9,Phytoplankton,"Their availability in the surface ocean is governed by the balance between the so-called biological pump and upwelling of deep, nutrient-rich waters. The stoichiometric nutrient composition of phytoplankton drives — and is driven by — the Redfield ratio of macronutrients generally available throughout the surface oceans. Phytoplankton also rely on trace metals such as iron (Fe), manganese (Mn), zinc (Zn), cobalt (Co), cadmium (Cd), and copper (Cu) as essential micronutrients, influencing their growth and community composition",phytoplankton,Wikipedia
12_0,Hydrothermal vent,"Hydrothermal vents are fissures on the seabed from which geothermally heated water discharges. They are commonly found near volcanically active places, areas where tectonic plates are moving apart at mid-ocean ridges, ocean basins, and hotspots. The dispersal of hydrothermal fluids throughout the global ocean at active vent sites creates hydrothermal plumes",hydrothermal_vent,Wikipedia
12_1,Hydrothermal vent,"Hydrothermal deposits are rocks and mineral ore deposits formed by the action of hydrothermal vents.
Hydrothermal vents exist because the Earth is both geologically active and has large amounts of water on its surface and within its crust. Under the sea, they may form features called black smokers or white smokers, which deliver a wide range of elements to the world's oceans, thus contributing to global marine biogeochemistry. Relative to the majority of the deep sea, the areas around hydrothermal vents are biologically more productive, often hosting complex communities fueled by the chemicals dissolved in the vent fluids",hydrothermal_vent,Wikipedia
12_2,Hydrothermal vent,"Chemosynthetic bacteria and archaea found around hydrothermal vents form the base of the food chain, supporting diverse organisms including giant tube worms, clams, limpets, and shrimp. Active hydrothermal vents are thought to exist on Jupiter's moon Europa and Saturn's moon Enceladus, and it is speculated that ancient hydrothermal vents once existed on Mars.
Hydrothermal vents have been hypothesized to have been a significant factor to starting abiogenesis and the survival of primitive life. The conditions of these vents have been shown to support the synthesis of molecules important to life",hydrothermal_vent,Wikipedia
12_3,Hydrothermal vent,"Some evidence suggests that certain vents such as alkaline hydrothermal vents or those containing supercritical CO2 are more conducive to the formation of these organic molecules. However, the origin of life is a widely debated topic, and there are many conflicting viewpoints.


== Physical properties ==

Hydrothermal vents in the deep ocean typically form along the mid-ocean ridges, such as the East Pacific Rise and the Mid-Atlantic Ridge. These are locations where two tectonic plates are diverging and new crust is being formed.
The water that issues from seafloor hydrothermal vents consists mostly of seawater drawn into the hydrothermal system close to the volcanic edifice through faults and porous sediments or volcanic strata, plus some magmatic water released by the upwelling magma",hydrothermal_vent,Wikipedia
12_4,Hydrothermal vent,"On land, the majority of water circulated within fumarole and geyser systems is meteoric water and ground water that has percolated down into the hydrothermal system from the surface, but also commonly contains some portion of metamorphic water, magmatic water, and sedimentary formational brine released by the magma. The proportion of each varies from location to location.
In contrast to the approximately 2 °C (36 °F) ambient water temperature at these depths, water emerges from these vents at temperatures ranging from 60 °C (140 °F) up to as high as 464 °C (867 °F). Due to the high hydrostatic pressure at these depths, water may exist in either its liquid form or as a supercritical fluid at such temperatures",hydrothermal_vent,Wikipedia
12_5,Hydrothermal vent,"The critical point of (pure) water is 375 °C (707 °F) at a pressure of 218 atmospheres.

However, introducing salinity into the fluid raises the critical point to higher temperatures and pressures. The critical point of seawater (3.2 wt. % NaCl) is 407 °C (765 °F) and 298.5 bars, corresponding to a depth of ~2,960 m (9,710 ft) below sea level",hydrothermal_vent,Wikipedia
12_6,Hydrothermal vent,"Accordingly, if a hydrothermal fluid with a salinity of 3.2 wt. % NaCl vents above 407 °C (765 °F) and 298.5 bars, it is supercritical. Furthermore, the salinity of vent fluids have been shown to vary widely due to phase separation in the crust",hydrothermal_vent,Wikipedia
12_7,Hydrothermal vent,"The critical point for lower salinity fluids is at lower temperature and pressure conditions than that for seawater, but higher than that for pure water. For example, a vent fluid with a 2.24 wt. % NaCl salinity has the critical point at 400 °C (752 °F) and 280.5 bars",hydrothermal_vent,Wikipedia
12_8,Hydrothermal vent,"Thus, water emerging from the hottest parts of some hydrothermal vents can be a supercritical fluid, possessing physical properties between those of a gas and those of a liquid.Examples of supercritical venting are found at several sites. Sister Peak (Comfortless Cove Hydrothermal Field, 4°48′S 12°22′W, depth 2,996 m or 9,829 ft) vents low salinity phase-separated, vapor-type fluids. Sustained venting was not found to be supercritical but a brief injection of 464 °C (867 °F) was well above supercritical conditions",hydrothermal_vent,Wikipedia
12_9,Hydrothermal vent,"A nearby site, Turtle Pits, was found to vent low salinity fluid at 407 °C (765 °F), which is above the critical point of the fluid at that salinity. A vent site in the Cayman Trough named Beebe, which is the world's deepest known hydrothermal site at ~5,000 m (16,000 ft) below sea level, has shown sustained supercritical venting at 401 °C (754 °F) and 2.3 wt% NaCl.
Although supercritical conditions have been observed at several sites, it is not yet known what significance, if any, supercritical venting has in terms of hydrothermal circulation, mineral deposit formation, geochemical fluxes or biological activity.
The initial stages of a vent chimney begin with the deposition of the mineral anhydrite. Sulfides of copper, iron, and zinc then precipitate in the chimney gaps, making it less porous over the course of time",hydrothermal_vent,Wikipedia
13_0,Ocean thermal energy conversion,"Ocean thermal energy conversion (OTEC) is a renewable energy technology that harnesses the temperature difference between the warm surface waters of the ocean and the cold depths to run a heat engine to produce electricity. It is a unique form of clean energy generation that has the potential to provide a consistent and sustainable source of power. Although it has challenges to overcome, OTEC has the potential to provide a consistent and sustainable source of clean energy, particularly in tropical regions with access to deep ocean water.


== Description ==
OTEC uses the ocean thermal gradient between cooler deep and warmer shallow or surface seawaters to run a heat engine and produce useful work, usually in the form of electricity",ocean_thermal_energy,Wikipedia
13_1,Ocean thermal energy conversion,"OTEC can operate with a very high capacity factor and so can operate in base load mode.
The denser cold water masses, formed by ocean surface water interaction with cold atmosphere in quite specific areas of the North Atlantic and the Southern Ocean, sink into the deep sea basins and spread in entire deep ocean by the thermohaline circulation. Upwelling of cold water from the deep ocean is replenished by the downwelling of cold surface sea water.
Among ocean energy sources, OTEC is one of the continuously available renewable energy resources that could contribute to base-load power supply. The resource potential for OTEC is considered to be much larger than for other ocean energy forms",ocean_thermal_energy,Wikipedia
13_2,Ocean thermal energy conversion,"Up to 10,000 TWh/yr of power could be generated from OTEC without affecting the ocean's thermal structure.
Systems may be either closed-cycle or open-cycle. Closed-cycle OTEC uses working fluids that are typically thought of as refrigerants such as ammonia or R-134a. These fluids have low boiling points, and are therefore suitable for powering the system's generator to generate electricity",ocean_thermal_energy,Wikipedia
13_3,Ocean thermal energy conversion,"The most commonly used heat cycle for OTEC to date is the Rankine cycle, using a low-pressure turbine. Open-cycle engines use vapor from the seawater itself as the working fluid.
OTEC can also supply quantities of cold water as a by-product. This can be used for air conditioning and refrigeration and the nutrient-rich deep ocean water can feed biological technologies",ocean_thermal_energy,Wikipedia
13_4,Ocean thermal energy conversion,"Another by-product is fresh water distilled from the sea.
OTEC theory was first developed in the 1880s and the first bench size demonstration model was constructed in 1926. Currently operating pilot-scale OTEC plants are located in Japan, overseen by Saga University, and in Hawaii operated by Makai Ocean Engineering.


== History ==

Attempts to develop and refine OTEC technology started in the 1880s. In 1881, Jacques Arsene d'Arsonval, a French physicist, proposed tapping the thermal energy of the ocean",ocean_thermal_energy,Wikipedia
13_5,Ocean thermal energy conversion,"D'Arsonval's student, Georges Claude, built the first OTEC plant, in Matanzas, Cuba in 1930. The system generated 22 kW of electricity with a low-pressure turbine. The plant was later destroyed in a storm.
In 1935, Claude constructed a plant aboard a 10,000-ton cargo vessel moored off the coast of Brazil",ocean_thermal_energy,Wikipedia
